제조사,모델명,모델번호,모델_네트워크타입,통신사,요금제,월요금제,기기변경지원금,번호이동지원금,공시일,섹션
삼성전자,[5G] 갤럭시 S25 울트라 (512GB),SM-S938N_512G,5G,KT,5G 슬림 7GB,45000,255000,255000,2025-06-10,B01
삼성전자,[5G] 갤럭시 S25 울트라 (512GB),SM-S938N_512G,5G,LG,5G 슬림+,47000,280000,280000,2025-06-10,B01
삼성전자,[5G] 갤럭시 S25 울트라 (512GB),SM-S938N_512G,5G,SK,베이직플러스,59000,395000,395000,2025-06-10,C01
삼성전자,[5G] 갤럭시 S25 울트라 (512GB),SM-S938N_512G,5G,KT,5G 슬림 21GB,58000,319000,319000,2025-06-10,C01
삼성전자,[5G] 갤럭시 S25 울트라 (512GB),SM-S938N_512G,5G,LG,5G 베이직+,59000,350000,350000,2025-06-10,C01
삼성전자,[5G] 갤럭시 S25 울트라 (512GB),SM-S938N_512G,5G,SK,베이직플러스 50GB업,66000,420000,420000,2025-06-10,D01
삼성전자,[5G] 갤럭시 S25 울트라 (512GB),SM-S938N_512G,5G,KT,5G 심플 70GB,65000,355000,355000,2025-06-10,D01
삼성전자,[5G] 갤럭시 S25 울트라 (512GB),SM-S938N_512G,5G,LG,5G 데이터 플러스,66000,390000,390000,2025-06-10,D01
삼성전자,[5G] 갤럭시 S25 울트라 (512GB),SM-S938N_512G,5G,SK,5GX 레귤러 플러스,79000,453000,453000,2025-06-10,E01
삼성전자,[5G] 갤럭시 S25 울트라 (512GB),SM-S938N_512G,5G,KT,5G 심플 110GB,69000,377000,377000,2025-06-10,E01
삼성전자,[5G] 갤럭시 S25 울트라 (512GB),SM-S938N_512G,5G,LG,5G 스탠다드,75000,442000,442000,2025-06-10,E01
삼성전자,[5G] 갤럭시 S25 울트라 (512GB),SM-S938N_512G,5G,SK,5GX 프리미엄,109000,500000,500000,2025-06-10,F01
삼성전자,[5G] 갤럭시 S25 울트라 (512GB),SM-S938N_512G,5G,KT,초이스 스페셜,110000,500000,500000,2025-06-10,F01
삼성전자,[5G] 갤럭시 S25 울트라 (512GB),SM-S938N_512G,5G,LG,5G 프리미어 플러스,105000,500000,500000,2025-06-10,F01
삼성전자,[5G] 갤럭시 S25 울트라 (512GB),SM-S938N_512G,5G,SK,5GX 플래티넘,125000,500000,500000,2025-06-10,G01
삼성전자,[5G] 갤럭시 S25 울트라 (512GB),SM-S938N_512G,5G,KT,초이스 프리미엄,130000,500000,500000,2025-06-10,G01
삼성전자,[5G] 갤럭시 S25 울트라 (512GB),SM-S938N_512G,5G,LG,5G 시그니처,130000,500000,500000,2025-06-10,G01
삼성전자,[5G] 갤럭시 S25+,SM-S936N,5G,SK,컴팩트,39000,265000,265000,2025-06-10,A01
삼성전자,[5G] 갤럭시 S25+,SM-S936N,5G,KT,5G 슬림 4GB,37000,210000,210000,2025-06-10,A01
삼성전자,[5G] 갤럭시 S25+,SM-S936N,5G,LG,5G 미니,37000,222000,222000,2025-06-10,A01
삼성전자,[5G] 갤럭시 S25+,SM-S936N,5G,SK,컴팩트플러스,45000,310000,310000,2025-06-10,B01
삼성전자,[5G] 갤럭시 S25+,SM-S936N,5G,KT,5G 슬림 7GB,45000,255000,255000,2025-06-10,B01
삼성전자,[5G] 갤럭시 S25+,SM-S936N,5G,LG,5G 슬림+,47000,280000,280000,2025-06-10,B01
삼성전자,[5G] 갤럭시 S25+,SM-S936N,5G,SK,베이직플러스,59000,395000,395000,2025-06-10,C01
삼성전자,[5G] 갤럭시 S25+,SM-S936N,5G,KT,5G 슬림 21GB,58000,319000,319000,2025-06-10,C01
삼성전자,[5G] 갤럭시 S25+,SM-S936N,5G,LG,5G 베이직+,59000,350000,350000,2025-06-10,C01
삼성전자,[5G] 갤럭시 S25+,SM-S936N,5G,SK,베이직플러스 50GB업,66000,420000,420000,2025-06-10,D01
삼성전자,[5G] 갤럭시 S25+,SM-S936N,5G,KT,5G 심플 70GB,65000,355000,355000,2025-06-10,D01
삼성전자,[5G] 갤럭시 S25+,SM-S936N,5G,LG,5G 데이터 플러스,66000,390000,390000,2025-06-10,D01
삼성전자,[5G] 갤럭시 S25+,SM-S936N,5G,SK,5GX 레귤러 플러스,79000,453000,453000,2025-06-10,E01
삼성전자,[5G] 갤럭시 S25+,SM-S936N,5G,KT,5G 심플 110GB,69000,377000,377000,2025-06-10,E01
삼성전자,[5G] 갤럭시 S25+,SM-S936N,5G,LG,5G 스탠다드,75000,442000,442000,2025-06-10,E01
삼성전자,[5G] 갤럭시 S25+,SM-S936N,5G,SK,5GX 프리미엄,109000,500000,500000,2025-06-10,F01
삼성전자,[5G] 갤럭시 S25+,SM-S936N,5G,KT,초이스 스페셜,110000,500000,500000,2025-06-10,F01
삼성전자,[5G] 갤럭시 S25+,SM-S936N,5G,LG,5G 프리미어 플러스,105000,500000,500000,2025-06-10,F01
삼성전자,[5G] 갤럭시 S25+,SM-S936N,5G,SK,5GX 플래티넘,125000,500000,500000,2025-06-10,G01
삼성전자,[5G] 갤럭시 S25+,SM-S936N,5G,KT,초이스 프리미엄,130000,500000,500000,2025-06-10,G01
삼성전자,[5G] 갤럭시 S25+,SM-S936N,5G,LG,5G 시그니처,130000,500000,500000,2025-06-10,G01
삼성전자,[5G] 갤럭시 S25+ (512GB),SM-S936N_512G,5G,SK,컴팩트,39000,265000,265000,2025-06-10,A01
삼성전자,[5G] 갤럭시 S25+ (512GB),SM-S936N_512G,5G,KT,5G 슬림 4GB,37000,210000,210000,2025-06-10,A01
삼성전자,[5G] 갤럭시 S25+ (512GB),SM-S936N_512G,5G,LG,5G 미니,37000,222000,222000,2025-06-10,A01
삼성전자,[5G] 갤럭시 S25+ (512GB),SM-S936N_512G,5G,SK,컴팩트플러스,45000,310000,310000,2025-06-10,B01
삼성전자,[5G] 갤럭시 S25+ (512GB),SM-S936N_512G,5G,KT,5G 슬림 7GB,45000,255000,255000,2025-06-10,B01
삼성전자,[5G] 갤럭시 S25+ (512GB),SM-S936N_512G,5G,LG,5G 슬림+,47000,280000,280000,2025-06-10,B01
삼성전자,[5G] 갤럭시 S25+ (512GB),SM-S936N_512G,5G,SK,베이직플러스,59000,395000,395000,2025-06-10,C01
삼성전자,[5G] 갤럭시 S25+ (512GB),SM-S936N_512G,5G,KT,5G 슬림 21GB,58000,319000,319000,2025-06-10,C01
삼성전자,[5G] 갤럭시 S25+ (512GB),SM-S936N_512G,5G,LG,5G 베이직+,59000,350000,350000,2025-06-10,C01
삼성전자,[5G] 갤럭시 S25+ (512GB),SM-S936N_512G,5G,SK,베이직플러스 50GB업,66000,420000,420000,2025-06-10,D01
삼성전자,[5G] 갤럭시 S25+ (512GB),SM-S936N_512G,5G,KT,5G 심플 70GB,65000,355000,355000,2025-06-10,D01
삼성전자,[5G] 갤럭시 S25+ (512GB),SM-S936N_512G,5G,LG,5G 데이터 플러스,66000,390000,390000,2025-06-10,D01
삼성전자,[5G] 갤럭시 S25+ (512GB),SM-S936N_512G,5G,SK,5GX 레귤러 플러스,79000,453000,453000,2025-06-10,E01
삼성전자,[5G] 갤럭시 S25+ (512GB),SM-S936N_512G,5G,KT,5G 심플 110GB,69000,377000,377000,2025-06-10,E01
삼성전자,[5G] 갤럭시 S25+ (512GB),SM-S936N_512G,5G,LG,5G 스탠다드,75000,442000,442000,2025-06-10,E01
삼성전자,[5G] 갤럭시 S25+ (512GB),SM-S936N_512G,5G,SK,5GX 프리미엄,109000,500000,500000,2025-06-10,F01
삼성전자,[5G] 갤럭시 S25+ (512GB),SM-S936N_512G,5G,KT,초이스 스페셜,110000,500000,500000,2025-06-10,F01
삼성전자,[5G] 갤럭시 S25+ (512GB),SM-S936N_512G,5G,LG,5G 프리미어 플러스,105000,500000,500000,2025-06-10,F01
삼성전자,[5G] 갤럭시 S25+ (512GB),SM-S936N_512G,5G,SK,5GX 플래티넘,125000,500000,500000,2025-06-10,G01
삼성전자,[5G] 갤럭시 S25+ (512GB),SM-S936N_512G,5G,KT,초이스 프리미엄,130000,500000,500000,2025-06-10,G01
삼성전자,[5G] 갤럭시 S25+ (512GB),SM-S936N_512G,5G,LG,5G 시그니처,130000,500000,500000,2025-06-10,G01
삼성전자,[LTE] 스타일 폴더2,AT-M140S,LTE,SK,T플랜 세이브,33000,50000,50000,2025-01-24,A01
삼성전자,[LTE] 스타일 폴더2,AT-M140S,LTE,KT,,,,,,A01
삼성전자,[LTE] 스타일 폴더2,AT-M140S,LTE,LG,LTE 데이터 33,33000,206000,206000,2025-01-24,A01
삼성전자,[LTE] 스타일 폴더2,AT-M140S,LTE,SK,T플랜 안심2.5G,43000,60000,60000,2025-01-24,B01
삼성전자,[LTE] 스타일 폴더2,AT-M140S,LTE,KT,,,,,,B01
삼성전자,[LTE] 스타일 폴더2,AT-M140S,LTE,LG,추가 요금 걱정 없는 데이터 44,44000,206000,206000,2025-01-24,B01
삼성전자,[LTE] 스타일 폴더2,AT-M140S,LTE,SK,T플랜 안심4G,50000,68000,68000,2025-01-24,C01
삼성전자,[LTE] 스타일 폴더2,AT-M140S,LTE,KT,,,,,,C01
삼성전자,[LTE] 스타일 폴더2,AT-M140S,LTE,LG,추가 요금 걱정 없는 데이터 49,49000,206000,206000,2025-01-24,C01
삼성전자,[LTE] 스타일 폴더2,AT-M140S,LTE,SK,T플랜 에센스,69000,80000,80000,2025-01-24,D01
삼성전자,[LTE] 스타일 폴더2,AT-M140S,LTE,KT,,,,,,D01
삼성전자,[LTE] 스타일 폴더2,AT-M140S,LTE,LG,추가 요금 걱정 없는 데이터 69,69000,206000,206000,2025-01-24,D01
삼성전자,[LTE] 스타일 폴더2,AT-M140S,LTE,SK,T플랜 스페셜,79000,89000,89000,2025-01-24,E01
삼성전자,[LTE] 스타일 폴더2,AT-M140S,LTE,KT,,,,,,E01
삼성전자,[LTE] 스타일 폴더2,AT-M140S,LTE,LG,LTE 프리미어 에센셜,85000,206000,206000,2025-01-24,E01
삼성전자,[LTE] 스타일 폴더2,AT-M140S,LTE,SK,T플랜 맥스,100000,112000,112000,2025-01-24,F01
삼성전자,[LTE] 스타일 폴더2,AT-M140S,LTE,KT,,,,,,F01
삼성전자,[LTE] 스타일 폴더2,AT-M140S,LTE,LG,LTE 프리미어 플러스,105000,206000,206000,2025-01-24,F01
삼성전자,[LTE] 무너 키즈폰,SM-A165N-UM,LTE,SK,,,,,,A01
삼성전자,[LTE] 무너 키즈폰,SM-A165N-UM,LTE,KT,,,,,,A01
삼성전자,[LTE] 무너 키즈폰,SM-A165N-UM,LTE,LG,LTE 데이터 33,33000,220000,220000,2024-12-19,A01
삼성전자,[LTE] 무너 키즈폰,SM-A165N-UM,LTE,SK,,,,,,B01
삼성전자,[LTE] 무너 키즈폰,SM-A165N-UM,LTE,KT,,,,,,B01
삼성전자,[LTE] 무너 키즈폰,SM-A165N-UM,LTE,LG,추가 요금 걱정 없는 데이터 44,44000,230000,230000,2024-12-19,B01
삼성전자,[LTE] 무너 키즈폰,SM-A165N-UM,LTE,SK,,,,,,C01
삼성전자,[LTE] 무너 키즈폰,SM-A165N-UM,LTE,KT,,,,,,C01
삼성전자,[LTE] 무너 키즈폰,SM-A165N-UM,LTE,LG,추가 요금 걱정 없는 데이터 49,49000,235000,235000,2024-12-19,C01
삼성전자,[LTE] 무너 키즈폰,SM-A165N-UM,LTE,SK,,,,,,D01
삼성전자,[LTE] 무너 키즈폰,SM-A165N-UM,LTE,KT,,,,,,D01
삼성전자,[LTE] 무너 키즈폰,SM-A165N-UM,LTE,LG,추가 요금 걱정 없는 데이터 69,69000,254000,254000,2024-12-19,D01
삼성전자,[LTE] 무너 키즈폰,SM-A165N-UM,LTE,SK,,,,,,E01
삼성전자,[LTE] 무너 키즈폰,SM-A165N-UM,LTE,KT,,,,,,E01
삼성전자,[LTE] 무너 키즈폰,SM-A165N-UM,LTE,LG,LTE 프리미어 에센셜,85000,269000,269000,2024-12-19,E01
삼성전자,[LTE] 무너 키즈폰,SM-A165N-UM,LTE,SK,,,,,,F01
삼성전자,[LTE] 무너 키즈폰,SM-A165N-UM,LTE,KT,,,,,,F01
삼성전자,[LTE] 무너 키즈폰,SM-A165N-UM,LTE,LG,LTE 프리미어 플러스,105000,269000,269000,2024-12-19,F01
삼성전자,[LTE] 포차코 키즈폰,SM-A165NK-KP,LTE,SK,,,,,,A01
삼성전자,[LTE] 포차코 키즈폰,SM-A165NK-KP,LTE,KT,LTE 베이직,33000,255000,255000,2024-12-27,A01
삼성전자,[LTE] 포차코 키즈폰,SM-A165NK-KP,LTE,LG,,,,,,A01
삼성전자,[LTE] 포차코 키즈폰,SM-A165NK-KP,LTE,SK,,,,,,B01
삼성전자,[LTE] 포차코 키즈폰,SM-A165NK-KP,LTE,KT,LTE 베이직 플러스,44000,266000,266000,2024-12-27,B01
삼성전자,[LTE] 포차코 키즈폰,SM-A165NK-KP,LTE,LG,,,,,,B01
삼성전자,[LTE] 포차코 키즈폰,SM-A165NK-KP,LTE,SK,,,,,,C01
삼성전자,[LTE] 포차코 키즈폰,SM-A165NK-KP,LTE,KT,데이터ON 톡 플러스,49000,272000,272000,2024-12-27,C01
삼성전자,[LTE] 포차코 키즈폰,SM-A165NK-KP,LTE,LG,,,,,,C01
삼성전자,[LTE] 포차코 키즈폰,SM-A165NK-KP,LTE,SK,,,,,,D01
삼성전자,[LTE] 포차코 키즈폰,SM-A165NK-KP,LTE,KT,데이터ON 비디오 플러스,69000,293000,293000,2024-12-27,D01
삼성전자,[LTE] 포차코 키즈폰,SM-A165NK-KP,LTE,LG,,,,,,D01
삼성전자,[LTE] 포차코 키즈폰,SM-A165NK-KP,LTE,SK,,,,,,E01
삼성전자,[LTE] 포차코 키즈폰,SM-A165NK-KP,LTE,KT,,,,,,E01
삼성전자,[LTE] 포차코 키즈폰,SM-A165NK-KP,LTE,LG,,,,,,E01
삼성전자,[LTE] 포차코 키즈폰,SM-A165NK-KP,LTE,SK,,,,,,F01
삼성전자,[LTE] 포차코 키즈폰,SM-A165NK-KP,LTE,KT,데이터ON 프리미엄,89000,300000,300000,2024-12-27,F01
삼성전자,[LTE] 포차코 키즈폰,SM-A165NK-KP,LTE,LG,,,,,,F01
삼성전자,[5G] 갤럭시 S24 FE,SM-S721N,5G,SK,컴팩트,39000,234000,234000,2024-11-01,A01
삼성전자,[5G] 갤럭시 S24 FE,SM-S721N,5G,KT,5G 슬림 4GB,37000,454000,454000,2025-05-14,A01
삼성전자,[5G] 갤럭시 S24 FE,SM-S721N,5G,LG,5G 미니,37000,222000,222000,2024-11-01,A01
삼성전자,[5G] 갤럭시 S24 FE,SM-S721N,5G,SK,컴팩트플러스,45000,269000,269000,2024-11-01,B01
삼성전자,[5G] 갤럭시 S24 FE,SM-S721N,5G,KT,5G 슬림 7GB,45000,471000,471000,2025-05-14,B01
삼성전자,[5G] 갤럭시 S24 FE,SM-S721N,5G,LG,5G 슬림+,47000,280000,280000,2024-11-01,B01
삼성전자,[5G] 갤럭시 S24 FE,SM-S721N,5G,SK,베이직플러스,59000,336000,336000,2024-11-01,C01
삼성전자,[5G] 갤럭시 S24 FE,SM-S721N,5G,KT,5G 슬림 21GB,58000,495000,495000,2025-05-14,C01
삼성전자,[5G] 갤럭시 S24 FE,SM-S721N,5G,LG,5G 베이직+,59000,350000,350000,2024-11-01,C01
삼성전자,[5G] 갤럭시 S24 FE,SM-S721N,5G,SK,베이직플러스 50GB업,66000,355000,355000,2024-11-01,D01
삼성전자,[5G] 갤럭시 S24 FE,SM-S721N,5G,KT,5G 심플 70GB,65000,509000,509000,2025-05-14,D01
삼성전자,[5G] 갤럭시 S24 FE,SM-S721N,5G,LG,5G 데이터 플러스,66000,390000,390000,2024-11-01,D01
삼성전자,[5G] 갤럭시 S24 FE,SM-S721N,5G,SK,5GX 레귤러 플러스,79000,425000,425000,2024-11-01,E01
삼성전자,[5G] 갤럭시 S24 FE,SM-S721N,5G,KT,5G 심플 110GB,69000,517000,517000,2025-05-14,E01
삼성전자,[5G] 갤럭시 S24 FE,SM-S721N,5G,LG,5G 스탠다드,75000,442000,442000,2024-11-01,E01
삼성전자,[5G] 갤럭시 S24 FE,SM-S721N,5G,SK,5GX 프리미엄,109000,530000,530000,2024-11-01,F01
삼성전자,[5G] 갤럭시 S24 FE,SM-S721N,5G,KT,초이스 스페셜,110000,600000,600000,2025-05-14,F01
삼성전자,[5G] 갤럭시 S24 FE,SM-S721N,5G,LG,5G 프리미어 플러스,105000,500000,500000,2024-11-01,F01
삼성전자,[5G] 갤럭시 S24 FE,SM-S721N,5G,SK,5GX 플래티넘,125000,530000,530000,2024-11-01,G01
삼성전자,[5G] 갤럭시 S24 FE,SM-S721N,5G,KT,초이스 프리미엄,130000,600000,600000,2025-05-14,G01
삼성전자,[5G] 갤럭시 S24 FE,SM-S721N,5G,LG,5G 시그니처,130000,500000,500000,2024-11-01,G01
삼성전자,[LTE] 갤럭시 A16,SM-A165N,LTE,SK,T플랜 세이브,33000,88000,88000,2024-11-29,A01
삼성전자,[LTE] 갤럭시 A16,SM-A165N,LTE,KT,LTE 베이직,33000,277000,277000,2025-05-14,A01
삼성전자,[LTE] 갤럭시 A16,SM-A165N,LTE,LG,LTE 데이터 33,33000,220000,220000,2024-12-19,A01
삼성전자,[LTE] 갤럭시 A16,SM-A165N,LTE,SK,T플랜 안심2.5G,43000,96000,96000,2024-11-29,B01
삼성전자,[LTE] 갤럭시 A16,SM-A165N,LTE,KT,LTE 베이직 플러스,44000,283000,283000,2025-05-14,B01
삼성전자,[LTE] 갤럭시 A16,SM-A165N,LTE,LG,추가 요금 걱정 없는 데이터 44,44000,230000,230000,2024-12-19,B01
삼성전자,[LTE] 갤럭시 A16,SM-A165N,LTE,SK,T플랜 안심4G,50000,103000,103000,2024-11-29,C01
삼성전자,[LTE] 갤럭시 A16,SM-A165N,LTE,KT,데이터ON 톡 플러스,49000,286000,286000,2025-05-14,C01
삼성전자,[LTE] 갤럭시 A16,SM-A165N,LTE,LG,추가 요금 걱정 없는 데이터 49,49000,235000,235000,2024-12-19,C01
삼성전자,[LTE] 갤럭시 A16,SM-A165N,LTE,SK,T플랜 에센스,69000,111000,111000,2024-11-29,D01
삼성전자,[LTE] 갤럭시 A16,SM-A165N,LTE,KT,데이터ON 비디오 플러스,69000,297000,297000,2025-05-14,D01
삼성전자,[LTE] 갤럭시 A16,SM-A165N,LTE,LG,추가 요금 걱정 없는 데이터 69,69000,254000,254000,2024-12-19,D01
삼성전자,[LTE] 갤럭시 A16,SM-A165N,LTE,SK,T플랜 스페셜,79000,119000,119000,2024-11-29,E01
삼성전자,[LTE] 갤럭시 A16,SM-A165N,LTE,KT,,,,,,E01
삼성전자,[LTE] 갤럭시 A16,SM-A165N,LTE,LG,LTE 프리미어 에센셜,85000,269000,269000,2024-12-19,E01
삼성전자,[LTE] 갤럭시 A16,SM-A165N,LTE,SK,T플랜 맥스,100000,130000,130000,2024-11-29,F01
삼성전자,[LTE] 갤럭시 A16,SM-A165N,LTE,KT,데이터ON 프리미엄,89000,300000,300000,2025-05-14,F01
삼성전자,[LTE] 갤럭시 A16,SM-A165N,LTE,LG,LTE 프리미어 플러스,105000,269000,269000,2024-12-19,F01
삼성전자,[5G] 갤럭시 Z폴드 스페셜 에디션,SM-F958N,5G,SK,컴팩트,39000,78000,78000,2024-10-25,A01
삼성전자,[5G] 갤럭시 Z폴드 스페셜 에디션,SM-F958N,5G,KT,5G 슬림 4GB,37000,210000,210000,2025-01-04,A01
삼성전자,[5G] 갤럭시 Z폴드 스페셜 에디션,SM-F958N,5G,LG,5G 미니,37000,66000,66000,2024-10-25,A01
삼성전자,[5G] 갤럭시 Z폴드 스페셜 에디션,SM-F958N,5G,SK,컴팩트플러스,45000,87000,87000,2024-10-25,B01
삼성전자,[5G] 갤럭시 Z폴드 스페셜 에디션,SM-F958N,5G,KT,5G 슬림 7GB,45000,255000,255000,2025-01-04,B01
삼성전자,[5G] 갤럭시 Z폴드 스페셜 에디션,SM-F958N,5G,LG,5G 슬림+,47000,84000,84000,2024-10-25,B01
삼성전자,[5G] 갤럭시 Z폴드 스페셜 에디션,SM-F958N,5G,SK,베이직플러스,59000,105000,105000,2024-10-25,C01
삼성전자,[5G] 갤럭시 Z폴드 스페셜 에디션,SM-F958N,5G,KT,5G 슬림 21GB,58000,319000,319000,2025-01-04,C01
삼성전자,[5G] 갤럭시 Z폴드 스페셜 에디션,SM-F958N,5G,LG,5G 베이직+,59000,105000,105000,2024-10-25,C01
삼성전자,[5G] 갤럭시 Z폴드 스페셜 에디션,SM-F958N,5G,SK,베이직플러스 50GB업,66000,110000,110000,2024-10-25,D01
삼성전자,[5G] 갤럭시 Z폴드 스페셜 에디션,SM-F958N,5G,KT,5G 심플 70GB,65000,355000,355000,2025-01-04,D01
삼성전자,[5G] 갤럭시 Z폴드 스페셜 에디션,SM-F958N,5G,LG,5G 데이터 플러스,66000,117000,117000,2024-10-25,D01
삼성전자,[5G] 갤럭시 Z폴드 스페셜 에디션,SM-F958N,5G,SK,5GX 레귤러 플러스,79000,129000,129000,2024-10-25,E01
삼성전자,[5G] 갤럭시 Z폴드 스페셜 에디션,SM-F958N,5G,KT,5G 심플 110GB,69000,377000,377000,2025-01-04,E01
삼성전자,[5G] 갤럭시 Z폴드 스페셜 에디션,SM-F958N,5G,LG,5G 스탠다드,75000,133000,133000,2024-10-25,E01
삼성전자,[5G] 갤럭시 Z폴드 스페셜 에디션,SM-F958N,5G,SK,5GX 프리미엄,109000,170000,170000,2024-10-25,F01
삼성전자,[5G] 갤럭시 Z폴드 스페셜 에디션,SM-F958N,5G,KT,초이스 스페셜,110000,500000,500000,2025-01-04,F01
삼성전자,[5G] 갤럭시 Z폴드 스페셜 에디션,SM-F958N,5G,LG,5G 프리미어 플러스,105000,186000,186000,2024-10-25,F01
삼성전자,[5G] 갤럭시 Z폴드 스페셜 에디션,SM-F958N,5G,SK,5GX 플래티넘,125000,170000,170000,2024-10-25,G01
삼성전자,[5G] 갤럭시 Z폴드 스페셜 에디션,SM-F958N,5G,KT,초이스 프리미엄,130000,500000,500000,2025-01-04,G01
삼성전자,[5G] 갤럭시 Z폴드 스페셜 에디션,SM-F958N,5G,LG,5G 시그니처,130000,230000,230000,2024-10-25,G01
삼성전자,[5G] KT 맘편안폰3,SM-A256NK-MOM,5G,SK,,,,,,A01
삼성전자,[5G] KT 맘편안폰3,SM-A256NK-MOM,5G,KT,5G 슬림 4GB,37000,385000,385000,2025-06-21,A01
삼성전자,[5G] KT 맘편안폰3,SM-A256NK-MOM,5G,LG,,,,,,A01
삼성전자,[5G] KT 맘편안폰3,SM-A256NK-MOM,5G,SK,,,,,,B01
삼성전자,[5G] KT 맘편안폰3,SM-A256NK-MOM,5G,KT,5G 슬림 7GB,45000,410000,410000,2025-06-21,B01
삼성전자,[5G] KT 맘편안폰3,SM-A256NK-MOM,5G,LG,,,,,,B01
삼성전자,[5G] KT 맘편안폰3,SM-A256NK-MOM,5G,SK,,,,,,C01
삼성전자,[5G] KT 맘편안폰3,SM-A256NK-MOM,5G,KT,5G 슬림 21GB,58000,446000,446000,2025-06-21,C01
삼성전자,[5G] KT 맘편안폰3,SM-A256NK-MOM,5G,LG,,,,,,C01
삼성전자,[5G] KT 맘편안폰3,SM-A256NK-MOM,5G,SK,,,,,,D01
삼성전자,[5G] KT 맘편안폰3,SM-A256NK-MOM,5G,KT,5G 심플 70GB,65000,466000,466000,2025-06-21,D01
삼성전자,[5G] KT 맘편안폰3,SM-A256NK-MOM,5G,LG,,,,,,D01
삼성전자,[5G] KT 맘편안폰3,SM-A256NK-MOM,5G,SK,,,,,,E01
삼성전자,[5G] KT 맘편안폰3,SM-A256NK-MOM,5G,KT,5G 심플 110GB,69000,479000,479000,2025-06-21,E01
삼성전자,[5G] KT 맘편안폰3,SM-A256NK-MOM,5G,LG,,,,,,E01
삼성전자,[5G] KT 맘편안폰3,SM-A256NK-MOM,5G,SK,,,,,,F01
삼성전자,[5G] KT 맘편안폰3,SM-A256NK-MOM,5G,KT,초이스 스페셜,110000,499000,499000,2025-06-21,F01
삼성전자,[5G] KT 맘편안폰3,SM-A256NK-MOM,5G,LG,,,,,,F01
삼성전자,[5G] KT 맘편안폰3,SM-A256NK-MOM,5G,SK,,,,,,G01
삼성전자,[5G] KT 맘편안폰3,SM-A256NK-MOM,5G,KT,초이스 프리미엄,130000,499000,499000,2025-06-21,G01
삼성전자,[5G] KT 맘편안폰3,SM-A256NK-MOM,5G,LG,,,,,,G01
삼성전자,[5G] 갤럭시 퀀텀5,SM-A556S,5G,SK,컴팩트,39000,190000,190000,2024-08-28,A01
삼성전자,[5G] 갤럭시 퀀텀5,SM-A556S,5G,KT,,,,,,A01
삼성전자,[5G] 갤럭시 퀀텀5,SM-A556S,5G,LG,,,,,,A01
삼성전자,[5G] 갤럭시 퀀텀5,SM-A556S,5G,SK,컴팩트플러스,45000,207000,207000,2024-08-28,B01
삼성전자,[5G] 갤럭시 퀀텀5,SM-A556S,5G,KT,,,,,,B01
삼성전자,[5G] 갤럭시 퀀텀5,SM-A556S,5G,LG,,,,,,B01
삼성전자,[5G] 갤럭시 퀀텀5,SM-A556S,5G,SK,베이직플러스,59000,239000,239000,2024-08-28,C01
삼성전자,[5G] 갤럭시 퀀텀5,SM-A556S,5G,KT,,,,,,C01
삼성전자,[5G] 갤럭시 퀀텀5,SM-A556S,5G,LG,,,,,,C01
삼성전자,[5G] 갤럭시 퀀텀5,SM-A556S,5G,SK,베이직플러스 50GB업,66000,248000,248000,2024-08-28,D01
삼성전자,[5G] 갤럭시 퀀텀5,SM-A556S,5G,KT,,,,,,D01
삼성전자,[5G] 갤럭시 퀀텀5,SM-A556S,5G,LG,,,,,,D01
삼성전자,[5G] 갤럭시 퀀텀5,SM-A556S,5G,SK,5GX 레귤러 플러스,79000,283500,283500,2024-08-28,E01
삼성전자,[5G] 갤럭시 퀀텀5,SM-A556S,5G,KT,,,,,,E01
삼성전자,[5G] 갤럭시 퀀텀5,SM-A556S,5G,LG,,,,,,E01
삼성전자,[5G] 갤럭시 퀀텀5,SM-A556S,5G,SK,5GX 프리미엄,109000,357000,357000,2024-08-28,F01
삼성전자,[5G] 갤럭시 퀀텀5,SM-A556S,5G,KT,,,,,,F01
삼성전자,[5G] 갤럭시 퀀텀5,SM-A556S,5G,LG,,,,,,F01
삼성전자,[5G] 갤럭시 퀀텀5,SM-A556S,5G,SK,5GX 플래티넘,125000,380000,380000,2024-08-28,G01
삼성전자,[5G] 갤럭시 퀀텀5,SM-A556S,5G,KT,,,,,,G01
삼성전자,[5G] 갤럭시 퀀텀5,SM-A556S,5G,LG,,,,,,G01
삼성전자,[5G] 갤럭시 Z 폴드6 (1TB),SM-F956N_1T,5G,SK,컴팩트,39000,234000,234000,2024-08-08,A01
삼성전자,[5G] 갤럭시 Z 폴드6 (1TB),SM-F956N_1T,5G,KT,5G 슬림 4GB,37000,210000,210000,2024-08-08,A01
삼성전자,[5G] 갤럭시 Z 폴드6 (1TB),SM-F956N_1T,5G,LG,5G 미니,37000,222000,222000,2024-08-08,A01
삼성전자,[5G] 갤럭시 Z 폴드6 (1TB),SM-F956N_1T,5G,SK,컴팩트플러스,45000,269000,269000,2024-08-08,B01
삼성전자,[5G] 갤럭시 Z 폴드6 (1TB),SM-F956N_1T,5G,KT,5G 슬림 7GB,45000,255000,255000,2024-08-08,B01
삼성전자,[5G] 갤럭시 Z 폴드6 (1TB),SM-F956N_1T,5G,LG,5G 슬림+,47000,280000,280000,2024-08-08,B01
삼성전자,[5G] 갤럭시 Z 폴드6 (1TB),SM-F956N_1T,5G,SK,베이직플러스,59000,336000,336000,2024-08-08,C01
